Id,first_timestamp,last_timestamp,total_cycle_time,n_stations_visited,path_signature,split,Response,risk_score,alert
5974,170.94,183.1,12.16,21,L0_S28|L1_S38|L3_S48,train,0,0.010202,False
5977,219.51,233.55,14.04,9,L2_S22|L3_S32|L3_S42,train,0,0.04592,False
5980,1205.63,1218.11,12.48,11,L0_S20|L1_S30|L3_S40,train,0,0.218722,False
5983,513.04,513.42,0.38,9,L1_S29|L2_S39|L3_S49,train,0,0.443161,False
5986,1520.17,1539.9,19.73,10,L3_S23|L0_S33|L3_S43,train,0,0.205422,False
5989,1487.6,1498.46,10.86,8,L3_S31|L0_S41|L3_S51,train,0,0.000149,False
5992,328.7,341.66,12.96,18,L3_S31|L0_S41|L3_S51,train,0,0.938443,True
5995,1619.89,1634.35,14.46,9,L3_S31|L0_S41|L3_S51,train,0,0.00062,False
5998,880.18,890.99,10.81,14,L2_S22|L3_S32|L3_S42,train,0,0.10141,False
6001,1344.34,1346.45,2.11,12,L2_S22|L3_S32|L3_S42,train,0,0.0358,False
6004,480.86,494.71,13.85,10,L1_S29|L2_S39|L3_S49,train,0,0.166971,False
6007,1221.96,1238.62,16.66,8,L2_S26|L3_S36|L3_S46,train,0,0.669021,False
6010,530.2,541.85,11.65,10,L3_S23|L0_S33|L3_S43,train,0,0.521743,False
6013,1001.66,1025.15,23.49,20,L1_S21|L2_S31|L3_S41,train,0,0.224809,False
6016,19.61,28.74,9.13,15,L1_S29|L2_S39|L3_S49,train,0,0.010167,False
6019,1175.7,1194.91,19.21,13,L2_S22|L3_S32|L3_S42,train,1,0.857123,True
6022,870.76,881.09,10.33,21,L0_S20|L1_S30|L3_S40,train,0,0.408015,False
6025,411.11,424.99,13.88,13,L1_S21|L2_S31|L3_S41,train,0,0.251632,False
6028,1143.7,1160.62,16.92,20,L0_S20|L1_S30|L3_S40,train,0,0.878699,True
6031,204.69,208.26,3.57,9,L1_S21|L2_S31|L3_S41,train,0,0.008028,False
6034,720.76,732.14,11.38,11,L0_S24|L1_S34|L3_S44,train,1,0.763107,True
6037,1272.91,1278.63,5.72,17,L1_S25|L2_S35|L3_S45,train,0,0.115786,False
6040,452.87,462.74,9.87,10,L0_S20|L1_S30|L3_S40,train,0,0.854929,True
6043,931.66,934.02,2.36,21,L1_S29|L2_S39|L3_S49,train,0,0.570311,False
6046,1421.65,1433.09,11.44,20,L0_S28|L1_S38|L3_S48,train,0,0.009073,False
6049,675.37,675.47,0.1,21,L0_S24|L1_S34|L3_S44,train,0,0.473807,False
6052,802.43,810.19,7.76,17,L1_S29|L2_S39|L3_S49,train,0,0.856694,True
6055,43.35,56.58,13.23,14,L1_S21|L2_S31|L3_S41,train,0,0.619148,False
6058,932.22,942,9.78,12,L0_S28|L1_S38|L3_S48,train,0,0.001945,False
6061,1401.34,1401.44,0.1,8,L3_S31|L0_S41|L3_S51,train,0,0.321831,False
6064,1437.56,1448.9,11.34,8,L0_S24|L1_S34|L3_S44,train,0,0.05874,False
6067,200.93,210.11,9.18,16,L1_S21|L2_S31|L3_S41,train,0,0.099583,False
6070,134.22,139.93,5.71,19,L3_S27|L0_S37|L3_S47,train,0,0.368068,False
6073,739.11,761.16,22.05,16,L3_S31|L0_S41|L3_S51,train,0,0.107156,False
6076,814.12,825.22,11.1,12,L1_S25|L2_S35|L3_S45,train,0,0.222041,False
6079,939.02,947.14,8.12,15,L3_S23|L0_S33|L3_S43,train,0,0.001272,False
6082,195.47,207.4,11.93,10,L0_S28|L1_S38|L3_S48,train,0,0.964456,True
6085,233.09,243.64,10.55,11,L0_S20|L1_S30|L3_S40,train,0,0.11386,False
6088,1545.31,1563.17,17.86,21,L2_S22|L3_S32|L3_S42,train,0,0.381412,False
6091,926.73,944.97,18.24,13,L3_S31|L0_S41|L3_S51,train,0,0.853196,True
6094,174.44,190.18,15.74,9,L2_S26|L3_S36|L3_S46,train,0,0.251253,False
6097,537.88,549.62,11.74,19,L0_S24|L1_S34|L3_S44,train,0,0.080276,False
6100,1626.06,1639.95,13.89,18,L2_S30|L3_S40|L3_S50,train,0,0.117892,False
6103,119.66,133.73,14.07,9,L3_S23|L0_S33|L3_S43,train,0,0.014999,False
6106,719.22,725.91,6.69,10,L2_S30|L3_S40|L3_S50,train,0,0.098397,False
6109,555.28,572.3,17.02,11,L3_S31|L0_S41|L3_S51,train,0,0.000097,False
6112,633.44,633.54,0.1,11,L0_S28|L1_S38|L3_S48,train,0,0.109052,False
6115,930.39,947.16,16.77,19,L1_S21|L2_S31|L3_S41,train,0,0.111928,False
6118,333.01,338.01,5,17,L2_S26|L3_S36|L3_S46,train,0,0.186333,False
6121,857.31,867.81,10.5,16,L1_S29|L2_S39|L3_S49,train,0,0.774712,True
6124,1685.8,1692.69,6.89,12,L3_S31|L0_S41|L3_S51,train,0,0.160562,False
6127,426.85,437.13,10.28,18,L3_S31|L0_S41|L3_S51,train,0,0.14453,False
6130,670.74,684.27,13.53,8,L2_S30|L3_S40|L3_S50,train,1,0.837689,True
6133,896.64,909.66,13.02,8,L0_S28|L1_S38|L3_S48,train,0,0.001627,False
6136,126.77,137.62,10.85,16,L1_S29|L2_S39|L3_S49,train,0,0.071006,False
6139,1106.33,1116.79,10.46,10,L1_S21|L2_S31|L3_S41,train,0,0.89776,True
6142,813.31,825.37,12.06,19,L1_S21|L2_S31|L3_S41,train,0,0.002,False
6145,1467.38,1483.33,15.95,20,L3_S31|L0_S41|L3_S51,train,0,0.440518,False
6148,873.36,880.11,6.75,12,L2_S26|L3_S36|L3_S46,train,0,0.371794,False
6151,1242.18,1247.31,5.13,13,L1_S25|L2_S35|L3_S45,train,0,0.047117,False
6154,947.97,957.81,9.84,20,L2_S30|L3_S40|L3_S50,train,0,0.378955,False
6157,685.51,685.61,0.1,16,L2_S30|L3_S40|L3_S50,train,0,0.023025,False
6160,1320.61,1321.16,0.55,11,L0_S24|L1_S34|L3_S44,train,1,0.745363,True
6163,400.52,407.53,7.01,9,L1_S29|L2_S39|L3_S49,train,0,0.489619,False
6166,1119.65,1125.47,5.82,14,L2_S22|L3_S32|L3_S42,train,0,0.084646,False
6169,1419.65,1430.3,10.65,10,L0_S28|L1_S38|L3_S48,train,0,0.110439,False
6172,202.8,209.47,6.67,15,L2_S30|L3_S40|L3_S50,train,0,0.393058,False
6175,293.05,303.54,10.49,18,L1_S21|L2_S31|L3_S41,train,0,0.948835,True
6178,1151.13,1174.53,23.4,10,L3_S27|L0_S37|L3_S47,train,0,0.047331,False
6181,50.43,53.9,3.47,14,L2_S30|L3_S40|L3_S50,train,0,0.491891,False
6184,493.09,506.88,13.79,17,L2_S26|L3_S36|L3_S46,train,0,0.651068,False
6187,845.87,852.72,6.85,13,L0_S24|L1_S34|L3_S44,train,0,0.024234,False
6190,1681.17,1691.12,9.95,8,L1_S21|L2_S31|L3_S41,train,0,0.000764,False
6193,1271.93,1284.53,12.6,10,L2_S30|L3_S40|L3_S50,train,0,0.07705,False
6196,1236.27,1260.43,24.16,18,L2_S26|L3_S36|L3_S46,train,0,0.256908,False
6199,1561.54,1577.82,16.28,9,L3_S23|L0_S33|L3_S43,train,0,0.077955,False
6202,133.86,133.96,0.1,12,L2_S26|L3_S36|L3_S46,train,0,0.083507,False
6205,285.76,294.61,8.85,20,L3_S27|L0_S37|L3_S47,train,0,0.430641,False
6208,1280.08,1293.5,13.42,18,L2_S22|L3_S32|L3_S42,train,0,0.804376,True
6211,826.62,845.35,18.73,12,L2_S26|L3_S36|L3_S46,train,0,0.079264,False
6214,1101.63,1117.49,15.86,13,L3_S23|L0_S33|L3_S43,train,0,0.326355,False
6217,1596.12,1606.35,10.23,9,L1_S21|L2_S31|L3_S41,train,0,0.340763,False
6220,89.2,106.64,17.44,9,L0_S24|L1_S34|L3_S44,train,0,0.101375,False
6223,564.12,574.57,10.45,9,L1_S21|L2_S31|L3_S41,train,0,0.152256,False
6226,834.94,844.09,9.15,10,L0_S24|L1_S34|L3_S44,train,0,0.143811,False
6229,163.82,170.27,6.45,16,L1_S21|L2_S31|L3_S41,train,0,0.044278,False
6232,1562.89,1566.68,3.79,18,L3_S23|L0_S33|L3_S43,train,0,0.709404,False
6235,63.99,85.14,21.15,12,L2_S22|L3_S32|L3_S42,train,0,0.003887,False
6238,519.48,531.61,12.13,12,L0_S28|L1_S38|L3_S48,train,0,0.164292,False
6241,1118.79,1130.44,11.65,11,L0_S28|L1_S38|L3_S48,train,0,0.714971,False
6244,792.4,792.5,0.1,9,L0_S28|L1_S38|L3_S48,train,0,0.0668,False
6247,929.86,931.86,2,8,L3_S23|L0_S33|L3_S43,train,0,0.021577,False
6250,849.85,849.95,0.1,16,L1_S29|L2_S39|L3_S49,train,0,0.018771,False
6253,1114.57,1114.67,0.1,8,L0_S24|L1_S34|L3_S44,train,0,0.131821,False
6256,1492.97,1508.96,15.99,15,L3_S27|L0_S37|L3_S47,train,0,0.526308,False
6259,297.3,310.73,13.43,20,L2_S26|L3_S36|L3_S46,train,0,0.000325,False
6262,1239.81,1248.14,8.33,8,L2_S22|L3_S32|L3_S42,train,0,0.017732,False
6265,717.06,725.84,8.78,20,L2_S22|L3_S32|L3_S42,train,0,0.00053,False
6268,1526.86,1538.07,11.21,20,L2_S30|L3_S40|L3_S50,train,0,0.122925,False
6271,806.63,815.34,8.71,8,L1_S21|L2_S31|L3_S41,train,0,0.242362,False
6274,1576.66,1593,16.34,16,L1_S21|L2_S31|L3_S41,train,0,0.015244,False
6277,753.02,759.98,6.96,8,L3_S31|L0_S41|L3_S51,train,0,0.185796,False
6280,1626.19,1637.74,11.55,8,L1_S21|L2_S31|L3_S41,train,0,0.002942,False
6283,498.97,506.05,7.08,17,L2_S30|L3_S40|L3_S50,train,0,0.15269,False
6286,1367.91,1379.92,12.01,17,L2_S22|L3_S32|L3_S42,train,0,0.871762,True
6289,81.28,96.57,15.29,8,L1_S25|L2_S35|L3_S45,train,0,0.42492,False
6292,1273.47,1292.23,18.76,16,L2_S26|L3_S36|L3_S46,train,1,0.794151,True
6295,5.17,13.39,8.22,18,L0_S28|L1_S38|L3_S48,train,0,0.036756,False
6298,1680.49,1686.08,5.59,11,L3_S23|L0_S33|L3_S43,train,0,0.607341,False
6301,1183.05,1204.76,21.71,9,L3_S23|L0_S33|L3_S43,train,0,0.210423,False
6304,512.65,512.75,0.1,11,L2_S22|L3_S32|L3_S42,train,0,0.032527,False
6307,104.33,111.83,7.5,11,L2_S26|L3_S36|L3_S46,train,0,0.487884,False
6310,72.41,73.46,1.05,15,L1_S29|L2_S39|L3_S49,train,0,0.837535,True
6313,1534.96,1538.73,3.77,21,L1_S21|L2_S31|L3_S41,train,1,0.891951,True
6316,1458.37,1467.29,8.92,12,L2_S26|L3_S36|L3_S46,train,0,0.114321,False
6319,796.07,813.33,17.26,14,L3_S27|L0_S37|L3_S47,train,0,0.030028,False
6322,231.83,240.01,8.18,10,L0_S24|L1_S34|L3_S44,train,0,0.207568,False
6325,400.14,418.57,18.43,9,L3_S23|L0_S33|L3_S43,train,0,0.001199,False
6328,601.46,604.13,2.67,19,L3_S27|L0_S37|L3_S47,train,0,0.0034,False
6331,1527.39,1539.53,12.14,15,L1_S29|L2_S39|L3_S49,train,0,0.053145,False
6334,622.52,631.06,8.54,10,L2_S26|L3_S36|L3_S46,train,0,0.005036,False
6337,713.29,726.75,13.46,20,L0_S20|L1_S30|L3_S40,train,0,0.129646,False
6340,36.72,44.9,8.18,15,L0_S20|L1_S30|L3_S40,train,0,0.606236,False
6343,334.2,344.34,10.14,9,L3_S23|L0_S33|L3_S43,train,0,0.054704,False
6346,1078.26,1086.76,8.5,21,L0_S24|L1_S34|L3_S44,train,0,0.112278,False
6349,432.25,449.77,17.52,14,L1_S21|L2_S31|L3_S41,train,0,0.002682,False
6352,734.67,743.14,8.47,9,L0_S28|L1_S38|L3_S48,train,0,0.732137,True
6355,490.46,498.43,7.97,18,L2_S30|L3_S40|L3_S50,train,0,0.049857,False
6358,249.66,259.5,9.84,10,L1_S21|L2_S31|L3_S41,train,0,0.281471,False
6361,653.1,664.22,11.12,17,L1_S29|L2_S39|L3_S49,train,0,0.032053,False
6364,1331.78,1350.77,18.99,13,L3_S23|L0_S33|L3_S43,train,0,0.000716,False
6367,393.86,403.54,9.68,13,L2_S30|L3_S40|L3_S50,train,0,0.056264,False
6370,146.54,155.07,8.53,11,L1_S25|L2_S35|L3_S45,train,0,0.144745,False
6373,677.61,677.71,0.1,21,L1_S25|L2_S35|L3_S45,train,0,0.076215,False
6376,1117.72,1126.11,8.39,19,L2_S26|L3_S36|L3_S46,train,0,0.477078,False
6379,1288.03,1302.2,14.17,8,L2_S26|L3_S36|L3_S46,train,0,0.523042,False
6382,1082.66,1090.96,8.3,19,L3_S31|L0_S41|L3_S51,train,0,0.577982,False
6385,1675.75,1679.62,3.87,9,L2_S26|L3_S36|L3_S46,train,0,0.600847,False
6388,869.1,876.92,7.82,9,L2_S30|L3_S40|L3_S50,train,0,0.208044,False
6391,1592.2,1593.8,1.6,16,L1_S21|L2_S31|L3_S41,train,0,0.000572,False
6394,701.22,717.29,16.07,10,L3_S31|L0_S41|L3_S51,train,0,0.722562,False
6397,1627.59,1641.12,13.53,17,L0_S24|L1_S34|L3_S44,train,0,0.735125,True
6400,770.82,780.45,9.63,11,L1_S25|L2_S35|L3_S45,train,0,0.125974,False
6403,451.6,455.63,4.03,13,L0_S20|L1_S30|L3_S40,train,0,0.002071,False
6406,761.07,775,13.93,10,L0_S28|L1_S38|L3_S48,train,0,0.272123,False
6409,430.88,446.95,16.07,20,L3_S31|L0_S41|L3_S51,train,0,0.089568,False
6412,640.72,640.82,0.1,18,L3_S31|L0_S41|L3_S51,train,0,0.162356,False
6415,42.28,46.19,3.91,8,L1_S25|L2_S35|L3_S45,train,0,0.792721,True
6418,909.91,922.39,12.48,15,L1_S25|L2_S35|L3_S45,train,0,0.000268,False
6421,1338.16,1345.02,6.86,19,L2_S22|L3_S32|L3_S42,train,0,0.102559,False
6424,903.42,903.52,0.1,20,L0_S28|L1_S38|L3_S48,train,0,0.273688,False
6427,256.91,272.17,15.26,15,L1_S29|L2_S39|L3_S49,train,0,0.000782,False
6430,595.48,614.86,19.38,21,L1_S25|L2_S35|L3_S45,train,1,0.92672,True
6433,587.83,609.42,21.59,9,L1_S29|L2_S39|L3_S49,train,0,0.349461,False
6436,1684.95,1692.22,7.27,19,L2_S22|L3_S32|L3_S42,train,0,0.167003,False
6439,1564.19,1573.6,9.41,14,L0_S28|L1_S38|L3_S48,train,0,0.001684,False
6442,1635.96,1647.03,11.07,18,L3_S23|L0_S33|L3_S43,train,0,0.044959,False
6445,1450.83,1463.86,13.03,11,L2_S26|L3_S36|L3_S46,train,0,0.314834,False
6448,40.02,58.44,18.42,14,L2_S30|L3_S40|L3_S50,train,0,0.358672,False
6451,595.27,613.08,17.81,11,L0_S24|L1_S34|L3_S44,train,0,0.032389,False
6454,380.14,381.01,0.87,9,L3_S31|L0_S41|L3_S51,train,0,0.002708,False
6457,1597.4,1599.64,2.24,19,L3_S31|L0_S41|L3_S51,train,0,0.230188,False
6460,912.8,930.41,17.61,15,L2_S26|L3_S36|L3_S46,train,0,0.248584,False
6463,698.01,699.74,1.73,10,L3_S23|L0_S33|L3_S43,train,0,0.561964,False
6466,369.84,381.61,11.77,9,L2_S22|L3_S32|L3_S42,train,1,0.81549,True
6469,47.03,62.96,15.93,14,L3_S31|L0_S41|L3_S51,train,0,0.000134,False
6472,666.56,673.68,7.12,10,L1_S29|L2_S39|L3_S49,train,0,0.773943,True
6475,1056.63,1066.13,9.5,15,L0_S20|L1_S30|L3_S40,train,0,0.064995,False
6478,1223.06,1236.64,13.58,16,L3_S23|L0_S33|L3_S43,train,1,0.952794,True
6481,1286.84,1303.12,16.28,13,L1_S25|L2_S35|L3_S45,train,0,0.377307,False
6484,1040.23,1057.81,17.58,21,L2_S26|L3_S36|L3_S46,train,0,0.658344,False
6487,297.69,310.93,13.24,10,L1_S25|L2_S35|L3_S45,train,0,0.01625,False
6490,1545.61,1546.53,0.92,14,L0_S24|L1_S34|L3_S44,train,0,0.299132,False
6493,112.12,133.5,21.38,17,L2_S30|L3_S40|L3_S50,train,0,0.002241,False
6496,1377.41,1382.96,5.55,21,L0_S28|L1_S38|L3_S48,train,0,0.10588,False
6499,1454.12,1465.26,11.14,8,L2_S30|L3_S40|L3_S50,train,0,0.000005,False
6502,853.8,861.61,7.81,17,L3_S31|L0_S41|L3_S51,train,0,0.22577,False
6505,1380.14,1382.91,2.77,18,L3_S23|L0_S33|L3_S43,train,0,0.027115,False
6508,281.2,285.83,4.63,8,L1_S29|L2_S39|L3_S49,train,0,0.144758,False
6511,105.84,115.29,9.45,19,L1_S29|L2_S39|L3_S49,train,0,0.545633,False
6514,349.52,358.82,9.3,21,L2_S30|L3_S40|L3_S50,train,0,0.324515,False
6517,996.68,1008.81,12.13,15,L0_S20|L1_S30|L3_S40,train,0,0.028509,False
6520,608.9,623.78,14.88,12,L2_S30|L3_S40|L3_S50,train,0,0.066106,False
6523,973.06,985.43,12.37,12,L1_S29|L2_S39|L3_S49,train,1,0.950856,True
6526,1117.29,1131.62,14.33,12,L1_S25|L2_S35|L3_S45,train,0,0.778592,True
6529,243.56,255.91,12.35,17,L2_S22|L3_S32|L3_S42,train,0,0.304373,False
6532,377.89,393.1,15.21,19,L0_S24|L1_S34|L3_S44,train,1,0.928345,True
6535,1410.85,1411.95,1.1,20,L2_S30|L3_S40|L3_S50,train,0,0.086471,False
6538,318.3,331.54,13.24,14,L1_S29|L2_S39|L3_S49,train,0,0.417779,False
6541,1156.98,1160.06,3.08,19,L0_S24|L1_S34|L3_S44,train,0,0.876131,True
6544,596.66,608.48,11.82,17,L2_S22|L3_S32|L3_S42,train,0,0.447327,False
6547,761.24,763,1.76,14,L1_S21|L2_S31|L3_S41,train,0,0.157476,False
6550,1315.49,1327.06,11.57,18,L3_S31|L0_S41|L3_S51,train,0,0.717354,False
6553,1399.86,1412.1,12.24,17,L3_S27|L0_S37|L3_S47,train,0,0.163524,False
6556,1219.21,1224.55,5.34,8,L3_S31|L0_S41|L3_S51,train,1,0.880952,True
6559,1113.05,1124.75,11.7,13,L0_S28|L1_S38|L3_S48,train,0,0.128333,False
6562,649.42,650.31,0.89,13,L1_S21|L2_S31|L3_S41,train,0,0.013433,False
6565,549.38,553.78,4.4,18,L1_S25|L2_S35|L3_S45,train,0,0.395455,False
6568,1063.81,1081.42,17.61,13,L0_S20|L1_S30|L3_S40,train,0,0.149319,False
6571,1061.6,1067.31,5.71,15,L1_S21|L2_S31|L3_S41,train,0,0.163856,False
6574,292.46,303.65,11.19,18,L3_S27|L0_S37|L3_S47,train,0,0.029156,False
6577,832.5,847.12,14.62,15,L3_S23|L0_S33|L3_S43,train,0,0.161179,False
6580,887.26,901.6,14.34,8,L2_S22|L3_S32|L3_S42,train,0,0.404121,False
6583,1321.17,1328.65,7.48,11,L3_S31|L0_S41|L3_S51,train,0,0.269271,False
6586,975.93,997.37,21.44,14,L3_S23|L0_S33|L3_S43,train,0,0.861257,True
6589,1123.61,1128.43,4.82,13,L2_S26|L3_S36|L3_S46,train,0,0.249176,False
6592,771.67,785.11,13.44,15,L0_S24|L1_S34|L3_S44,train,0,0.996371,True
6595,1637.72,1645.19,7.47,15,L0_S20|L1_S30|L3_S40,train,0,0.001449,False
6598,564.77,577.56,12.79,19,L3_S27|L0_S37|L3_S47,train,0,0.508033,False
6601,1205.76,1225.04,19.28,14,L2_S26|L3_S36|L3_S46,train,0,0.905131,True
6604,1288.28,1296,7.72,21,L2_S26|L3_S36|L3_S46,train,0,0.59204,False
6607,275.13,284.01,8.88,10,L3_S27|L0_S37|L3_S47,train,0,0.47547,False
6610,759.41,777.6,18.19,21,L2_S26|L3_S36|L3_S46,train,0,0.492791,False
6613,41.13,54.41,13.28,12,L0_S20|L1_S30|L3_S40,train,0,0.707944,False
6616,50.75,71.87,21.12,14,L1_S29|L2_S39|L3_S49,train,0,0.018521,False
6619,1626.12,1626.67,0.55,14,L2_S22|L3_S32|L3_S42,train,0,0.082834,False
6622,249.07,262.36,13.29,12,L1_S25|L2_S35|L3_S45,train,0,0.892619,True
6625,1319.82,1328.07,8.25,16,L2_S22|L3_S32|L3_S42,train,0,0.000855,False
6628,1584.72,1593.72,9,18,L2_S22|L3_S32|L3_S42,train,0,0.307943,False
6631,898.58,907.13,8.55,17,L0_S28|L1_S38|L3_S48,train,0,0.043135,False
6634,411.12,420.67,9.55,14,L3_S31|L0_S41|L3_S51,train,0,0.439919,False
6637,1326.15,1336.5,10.35,12,L1_S25|L2_S35|L3_S45,train,0,0.407949,False
6640,1446.14,1456.29,10.15,21,L0_S20|L1_S30|L3_S40,train,0,0.373644,False
6643,1400.84,1406.94,6.1,8,L2_S30|L3_S40|L3_S50,train,0,0.000382,False
6646,1323.36,1341.65,18.29,15,L1_S29|L2_S39|L3_S49,train,0,0.520043,False
6649,1342.84,1352.35,9.51,18,L1_S21|L2_S31|L3_S41,train,0,0.149123,False
6652,327.85,333.24,5.39,14,L2_S22|L3_S32|L3_S42,train,0,0.571893,False
6655,1648.3,1662.55,14.25,14,L1_S25|L2_S35|L3_S45,train,0,0.088488,False
6658,298.13,308.8,10.67,21,L2_S22|L3_S32|L3_S42,train,0,0.134822,False
6661,1601.65,1607.43,5.78,14,L3_S23|L0_S33|L3_S43,train,0,0.487756,False
6664,378.42,386.03,7.61,10,L1_S29|L2_S39|L3_S49,train,0,0.382723,False
6667,178.81,190.44,11.63,12,L1_S29|L2_S39|L3_S49,train,0,0.057111,False
6670,454.03,463.86,9.83,12,L2_S22|L3_S32|L3_S42,train,0,0.630338,False
6673,292.28,304.03,11.75,11,L0_S20|L1_S30|L3_S40,train,0,0.607886,False
6676,618.16,635.79,17.63,14,L3_S31|L0_S41|L3_S51,train,0,0.003176,False
6679,1328.45,1348.66,20.21,17,L3_S31|L0_S41|L3_S51,train,0,0.000005,False
6682,830.43,844.01,13.58,19,L0_S24|L1_S34|L3_S44,train,0,0.098127,False
6685,1630.05,1643.63,13.58,17,L2_S30|L3_S40|L3_S50,train,0,0.09685,False
6688,840.1,853.17,13.07,20,L3_S23|L0_S33|L3_S43,train,0,0.456482,False
6691,695.37,711.69,16.32,16,L1_S29|L2_S39|L3_S49,train,0,0.403936,False
6694,348.03,359.7,11.67,12,L2_S22|L3_S32|L3_S42,train,0,0.008275,False
6697,531.39,544.6,13.21,21,L3_S23|L0_S33|L3_S43,train,0,0.265743,False
6700,1349.89,1355.86,5.97,12,L1_S25|L2_S35|L3_S45,train,0,0.00234,False
6703,491.08,504.62,13.54,19,L3_S31|L0_S41|L3_S51,train,0,0.535282,False
6706,475.33,495.76,20.43,14,L0_S28|L1_S38|L3_S48,train,0,0.985764,True
6709,424.03,440.25,16.22,8,L2_S30|L3_S40|L3_S50,train,0,0.236405,False
6712,1441.92,1447.79,5.87,19,L1_S29|L2_S39|L3_S49,train,0,0.06639,False
6715,1660.48,1679.56,19.08,8,L3_S23|L0_S33|L3_S43,train,0,0.575222,False
6718,332.05,337.74,5.69,20,L0_S28|L1_S38|L3_S48,train,0,0.00166,False
6721,1359.95,1365.9,5.95,20,L3_S23|L0_S33|L3_S43,train,0,0.733017,True
6724,954.65,962.62,7.97,18,L1_S29|L2_S39|L3_S49,train,0,0.077686,False
6727,1206,1224.7,18.7,11,L2_S26|L3_S36|L3_S46,train,0,0.046302,False
6730,1565.58,1574.14,8.56,10,L1_S21|L2_S31|L3_S41,train,0,0.183429,False
6733,445.24,468.57,23.33,12,L0_S24|L1_S34|L3_S44,train,0,0.998507,True
6736,1125.95,1131.96,6.01,12,L1_S25|L2_S35|L3_S45,train,0,0.157842,False
6739,94.14,109.5,15.36,21,L0_S28|L1_S38|L3_S48,train,0,0.030448,False
6742,1607.93,1621.18,13.25,19,L2_S30|L3_S40|L3_S50,train,0,0.055098,False
6745,1223.56,1223.66,0.1,9,L0_S20|L1_S30|L3_S40,train,0,0.269046,False
6748,227.97,245.52,17.55,14,L0_S20|L1_S30|L3_S40,train,0,0.887813,True
6751,1200.13,1214.95,14.82,10,L1_S25|L2_S35|L3_S45,train,0,0.060101,False
6754,346.08,363.56,17.48,12,L2_S22|L3_S32|L3_S42,train,0,0.200741,False
6757,540.83,550.44,9.61,21,L0_S28|L1_S38|L3_S48,train,0,0.000472,False
6760,1015.14,1019.55,4.41,12,L0_S20|L1_S30|L3_S40,train,0,0.031172,False
6763,1293.54,1293.64,0.1,10,L0_S20|L1_S30|L3_S40,train,0,0.109454,False
6766,1289.57,1296.24,6.67,14,L1_S21|L2_S31|L3_S41,train,0,0.544257,False
6769,1572.37,1587.22,14.85,13,L1_S29|L2_S39|L3_S49,train,0,0.038528,False
6772,472.32,472.42,0.1,10,L0_S20|L1_S30|L3_S40,train,0,0.028335,False
6775,1279.57,1285.74,6.17,8,L0_S24|L1_S34|L3_S44,train,0,0.735986,True
6778,793.66,809.01,15.35,11,L1_S21|L2_S31|L3_S41,train,0,0.114391,False
6781,1577.77,1589.76,11.99,15,L2_S26|L3_S36|L3_S46,train,0,0.055157,False
6784,413.54,419.51,5.97,13,L1_S25|L2_S35|L3_S45,train,0,0.000118,False
6787,1533.25,1547.16,13.91,9,L1_S21|L2_S31|L3_S41,train,0,0.777134,True
6790,1053.42,1066.86,13.44,10,L1_S21|L2_S31|L3_S41,train,0,0.190615,False
6793,1049.32,1070.43,21.11,17,L0_S20|L1_S30|L3_S40,train,0,0.951292,True
6796,717.93,733.9,15.97,18,L1_S29|L2_S39|L3_S49,train,0,0.227567,False
6799,1087.44,1096.22,8.78,15,L0_S28|L1_S38|L3_S48,train,0,0.631657,False
6802,1394.49,1410.92,16.43,14,L1_S29|L2_S39|L3_S49,train,0,0.125082,False
6805,710.16,723.62,13.46,10,L2_S22|L3_S32|L3_S42,train,0,0.15118,False
6808,1699.06,1722.42,23.36,18,L0_S24|L1_S34|L3_S44,train,0,0.219959,False
6811,266.81,291.3,24.49,21,L2_S22|L3_S32|L3_S42,train,0,0.197145,False
6814,1180.59,1187.01,6.42,10,L1_S21|L2_S31|L3_S41,train,0,0.153541,False
6817,413.35,425.4,12.05,19,L3_S27|L0_S37|L3_S47,train,0,0.098088,False
6820,1360.53,1370.19,9.66,16,L1_S25|L2_S35|L3_S45,train,0,0.000951,False
6823,139.72,141.65,1.93,21,L0_S24|L1_S34|L3_S44,train,0,0.441806,False
6826,1511.15,1516.33,5.18,10,L3_S31|L0_S41|L3_S51,train,0,0.551085,False
6829,1236.73,1247.89,11.16,10,L2_S30|L3_S40|L3_S50,train,0,0.428748,False
6832,1180.39,1184.83,4.44,12,L1_S21|L2_S31|L3_S41,train,0,0.393717,False
6835,1424.42,1430.68,6.26,11,L3_S31|L0_S41|L3_S51,train,0,0.357756,False
6838,822.28,833.89,11.61,8,L2_S30|L3_S40|L3_S50,train,0,0.01214,False
6841,588.32,599.68,11.36,12,L1_S25|L2_S35|L3_S45,train,0,0.216254,False
6844,1665.59,1666.75,1.16,16,L2_S26|L3_S36|L3_S46,train,0,0.960673,True
6847,300.17,319.05,18.88,14,L2_S26|L3_S36|L3_S46,train,0,0.8104,True
6850,1298.35,1315.49,17.14,15,L0_S24|L1_S34|L3_S44,train,0,0.081401,False
6853,401.9,411.04,9.14,21,L3_S23|L0_S33|L3_S43,train,1,0.950598,True
6856,1262.36,1266.49,4.13,15,L3_S31|L0_S41|L3_S51,train,0,0.212275,False
6859,1175.58,1178.4,2.82,11,L0_S28|L1_S38|L3_S48,train,0,0.856086,True
6862,4.27,10.31,6.04,18,L2_S26|L3_S36|L3_S46,train,0,0.000118,False
6865,561.48,565.93,4.45,20,L1_S25|L2_S35|L3_S45,train,1,0.808336,True
